%FECHA	DAY	DEM01	DEM02	DEM03	DEM04	DEM05	DEM06	DEM07	DEM08	DEM09	DEM10	DEM11	DEM12	DEM13	DEM14	DEM15	DEM16	DEM17	DEM18	DEM19	DEM20	DEM21	DEM22	DEM23	DEM24
22/07/2014	TUE	26873.8	25082.2	24186	23436.5	23122.3	23386.3	24509	26274.3	28638.9	30992.5	32286.1	33174.9	33851.4	34120.1	32709.3	31758.1	31644	31981	31939	31419.3	30837.9	30805.7	30284.3	27965.3
23/07/2014	WED	26747	25034.2	23761.2	23045.4	22837.2	23209.1	24549.3	26041.9	28491.5	30897.3	32528.6	33471.1	34203.6	34454.3	33216.5	32244.7	32314	32517.9	32353.1	31746.9	30963.5	30923	30363.1	28131
24/07/2014	THU	27131.9	25248.2	23698.3	23015.7	22701.3	23010.1	24569.8	25846.8	28536.7	30370.4	32207.3	33010.1	33815.9	34024.8	32929.9	32084.8	32158.7	32302.4	32262.9	31711.9	30550	30362.9	29944.8	27845.1
25/07/2014	FRI	27013.9	25223.5	24097.7	23193.8	22963.5	22950.5	23644.2	25010.9	27311.4	29299	31023.1	32058.6	32710	32856.3	31796.5	30858.7	30416.9	30473.5	30305.7	29763	29089.3	29000.5	28729.6	27010.1
26/07/2014	SAT	25811.4	24086.2	23185.3	22197.6	21848.7	21530.5	21281.3	21178.6	22552.8	24972.4	27139.1	28150.6	28654.4	29086.9	28298.6	27164.3	26724.1	26491.9	26088.3	25913.9	26120.4	26482.7	26949.7	25170
27/07/2014	SUN	24004.5	22460.1	21798.5	20875.9	20308.6	20122.2	20015.2	19576.5	20522.3	21889.7	23289.1	24139.1	24474.6	25141	25154.2	23963.7	23668.9	23761.2	23587.4	23465.3	24362.7	25224.9	26471.3	24946
28/07/2014	MON	24247.5	23279	22171.8	21451.4	21076.7	21832.4	22907.5	24479.8	26929.6	29136.6	30883.5	31669.7	32416.9	32819.2	31891.3	31077	31056.6	31349.7	31087.7	30772.5	30081.1	29947.9	29606.6	27383.8
29/07/2014	TUE	26719.7	25124.3	24432.4	23474.1	23410.6	23376.1	23802.7	25390	28095.2	29948.7	31471.2	32258.5	32861.3	32686.8	31450.4	30654.5	30517.7	30591.5	30371.2	29873.3	29462.5	29186.8	28560.6	26567.4
30/07/2014	WED	26123.2	24326.6	24020.7	22817.1	22588.7	22462.8	23445.8	25224.2	27189.4	29081.7	30519.6	31597	32465.9	32800.6	31681.4	30772.3	30870.5	31032	30708.2	30088.6	29251.1	29189.1	28644.4	26406.3
31/07/2014	THU	25625.7	23748.8	22484.7	21779.3	21461.2	21554	22676.3	24272.8	26604.8	28663.6	30402.7	31537.4	32374.2	32617.2	31607.2	30787.8	30908.1	31024.8	30785.2	30158.3	29497.6	29623.5	28911.1	26520.2
01/08/2014	FRI	25710.1	23633	22253	21496.6	20728.5	21387	22758.3	24522.9	26892.8	29363.3	31056.6	31962.5	32619.2	32778.6	31314.9	30378.5	30366.7	30372.1	29983.7	29448.9	28967.2	29239.6	28415.3	26734.2
02/08/2014	SAT	25934.7	23834.3	22463.3	21407.1	20889.8	20639.3	20669.5	20552.7	21689.4	23995.9	25773.9	26902.4	27282.6	27557.8	26859.8	25528.1	24921.2	24660.5	24495.5	24636.6	25080.7	25819.6	25736.3	24106.8
03/08/2014	SUN	22872.8	21452.3	20363.1	19337.2	18619.1	18394.3	18366.7	17903.7	18544.9	20116.3	21600	22718.8	23368.4	23763.8	23764.9	22904.3	22292.2	22160.1	22240	22486.8	23011.8	24607.1	25488.8	24022.3
04/08/2014	MON	23165.4	21198	20127.4	19180.4	18812.9	19348.3	21289	22884.9	25153.7	27669.1	29554.2	30500.9	31109.4	31397.4	30468.8	29223.2	28842.8	28850	28720.5	28325.7	27671.2	28145.2	27830.3	25842.9
05/08/2014	TUE	24937.9	22854.5	21572.4	20867.7	20098.2	20653.7	22363.8	23516.1	25841.1	28311.1	30179.1	30983.9	31606.5	31904.2	30694.3	29435	29132.8	29179.7	29005.3	28496.5	28061.6	28577.7	28200.2	26090.5
06/08/2014	WED	25013	22949.4	21742.3	20983.3	20355.5	20805	22555.7	23995.9	25997.3	28477.7	30406.1	31268.9	31907.6	32228.2	31112.5	29995.3	29827.1	29979.7	29550.1	29057.5	28689.7	28829.3	28177.1	26271.3
07/08/2014	THU	25181.3	23108	22083.4	21179.6	20463.5	20959.6	22418.6	23865.8	26126.5	28423	30182.4	30891.5	31552.5	31836.5	30694.4	29694.9	29504.4	29593.4	29215.2	29003.2	28537.7	28990.3	28251.4	25984.2
08/08/2014	FRI	25022.6	23048.3	21617.9	20769.8	19968.3	20610	22070.4	23726.9	26450.2	28673.4	30358.6	31328.9	31875.8	32328.4	31218.3	29961	29595.2	29631.6	29417.9	29094.5	28474.6	28816.9	27817.4	25750.9
09/08/2014	SAT	24974.5	23253.1	21799.8	20722	20295.8	19947	20330.2	20415.8	22076.6	24155.5	26054.9	27096.7	27571.9	28038.6	27123.2	25878.1	25102.1	24945.9	24826	24951	25251.4	26226.4	25995.7	24193.2
10/08/2014	SUN	22625.3	21081.6	19998.5	19168	18758.8	18578	18479.3	18469.9	18851	20185	21488	22334.7	22869.7	23544.2	23608.8	22976	22439.8	22437.2	22427.9	22467.5	22745.2	24453.8	24941.1	23660.1
11/08/2014	MON	22638.7	20906.6	19902	19029.4	18679.6	19089	20979.4	22777	24996.4	27006.6	28631.4	29588.6	30337.1	30931.3	30135.4	29024.6	28828.9	28697.7	28426.6	27833.4	27454	28350.6	27612.9	25387.8
12/08/2014	TUE	24724.8	22711.3	21453.3	20492.2	20022.1	20256	21951.2	23491.1	25507.6	27954.7	29448.4	30061.9	30746.4	31311	30370.5	29206.1	28905.2	28968.4	28684.7	28356.2	28200.9	28511.8	27640.5	25751.6
13/08/2014	WED	25191.2	22885.2	22110.3	21104	21556.4	21869.3	22287.2	23331.9	25540.7	27864.1	29383.3	30147.5	31029.4	31619.7	30664.6	29192.5	28850.7	28870.9	28633.3	28369.7	28257.5	28898.3	28148.9	26132.1
14/08/2014	THU	25371.8	23165.6	22083.8	21291	20781.8	20895.3	21704.9	23091.8	25098	26992.5	28365.2	29075.2	29792.4	30021.5	29258.1	28080.7	27908.1	28018.5	27818.1	27560.5	27417.7	28264.6	27381.5	25647.6
15/08/2014	FRI	24751.7	22955.3	21690.7	20800.3	20085.5	19600.5	19679.2	19075.5	19403.9	20952.9	22310.9	23059.9	23409.7	23879.4	23663.1	23109.1	22842.8	22626.4	22722	22952	23415.9	25163.5	25573.9	24132.8
16/08/2014	SAT	22760.1	21554.8	20728.1	19682.7	19804.2	20085	19970.1	19977.1	20819	22361.4	23860.5	24442.8	25059.5	25741.1	25143	24121.6	23437	23287.7	23216.1	23443	24164.2	25747.3	25162.7	23641.2
17/08/2014	SUN	22538	21536	20523.5	19287.5	18646.8	18387	18219.6	18049.2	18673.4	19670.2	20868.4	21803.4	22379.3	22848.1	22906.5	22410.5	22299.9	22119.7	22024.1	21998.4	22659.3	24309.5	24803.8	23319.5
18/08/2014	MON	22970.5	21249.1	20108.8	19080.7	18958.5	19117.7	21030	22647.8	25078.6	27626.2	29244.3	30317.4	31089	31677.4	30562.3	29415.3	29142.7	29447.5	29218.9	28486.8	28361.2	29597.3	28598.8	26235.4
19/08/2014	TUE	25263.2	23496.5	21929.6	21031.7	20269.6	20682.3	22615.1	24247.5	26166	28591	30322.7	30962.2	31812.1	31992.9	31013.7	30019.2	29823	29948.5	29572.7	29255.5	28702.8	30139.9	28778.6	26392.2
20/08/2014	WED	24999.1	23601	21773.7	20976.1	20200.2	20821.9	22573.9	23737.9	25848.6	28359.2	29826	30713.3	31475.4	31844.1	30843.7	29730.8	29184.5	28975.8	28705.2	28331.3	27998	29502.2	28279.5	25763
21/08/2014	THU	24909.7	23228.4	21702.4	20956.7	20245.5	20910	22366.7	23603.8	25609.5	28017.8	29664.5	30495.1	30921.5	31153.7	30149.4	28916.2	28612.2	28544.6	28405.2	27862	27994.6	29318.6	27956.5	25484.5
22/08/2014	FRI	24567.1	22859.8	21081.7	20369	19678.9	20327.7	21980.3	23213	25009.5	27493.3	29292	29925.6	30458.2	30905	29870.3	28670.2	28383.9	28442.6	28179.4	27777.9	27525.2	28647	26989.9	25321
23/08/2014	SAT	24257.5	22647.7	21163.1	20120.6	19696.9	19491.7	19957.3	20139.7	21396.8	23545.4	25247.1	26110.5	26224.8	26113	25767.3	24741.2	24280.8	23967.9	23725.9	23791.8	24290.3	26295.8	25380.5	23499.4
24/08/2014	SUN	22545.4	21143.7	19689.1	18856.4	18458.5	18145.3	18549.4	18147	18696.7	20220.8	21435	22450	23111.5	23592.9	23886.9	23114.3	22744.4	22443.5	22395.5	22635.5	23075.7	25547.2	25542.8	23955
25/08/2014	MON	23502.2	21959.3	20499.9	19764.3	19413.7	19964.5	22534.8	24455	26801.3	29091.2	30857.8	32081	32732.1	33135.6	32142.5	30868.3	30714.4	30890.1	30565.6	30074.2	29607.8	31308.9	29959.6	27367.9
26/08/2014	TUE	25740.7	23757.6	22277.6	21651.8	21195.7	21374.1	23272.1	24957.4	26954.5	29151	31271.5	32164	32931.7	33336.8	32166.9	30992.8	30872.1	30736	30482.3	29888.5	29527.3	30894.9	29023.2	26429.8
27/08/2014	WED	25762.4	23864.2	22615.7	22010	21221.8	21789.4	23438.2	25132.5	27246.2	29552.5	31621.1	32477.8	33310.1	33745.3	32623.7	31312.3	30872.1	30745.1	30373.4	29885.7	29901.8	30999.1	29320	26682.9
28/08/2014	THU	26040.4	24145.7	22742.6	21913.5	21275.3	21922.1	23579.7	25101.9	27263.6	29503.4	31311.9	32258.8	33177.6	33631	32448.4	31427.8	31129.5	31098.9	30655.1	30236.9	29793.9	31063.6	29362.5	27081.9
29/08/2014	FRI	26160.6	24628.9	23203.3	22528.7	21841.7	22382.4	23850.9	25609.4	27773.2	30094.9	32073.2	32745.6	33386	33612.4	32611.1	31359.1	31057	31028.1	30715.9	30449.4	29903.5	31049.3	29363.7	27339.4
30/08/2014	SAT	27444.6	25540.2	24008.2	23376.9	23151.5	22748.1	23074.6	23070.9	23973.5	26063.3	28480.9	29341	29879	30082.4	29954.8	29045.8	28536.9	28263.3	27998.3	27667.1	28123.4	30830	29211.3	26988
31/08/2014	SUN	24439.6	22976.5	22349.2	21352.5	21209.1	20915.2	20910	20781.2	21178.1	22225.1	23668.7	24488.4	25239.8	25791.6	25889.9	25345.3	25110.2	24983.9	24727.2	24772.5	25009.1	27282.5	27285.4	25963.9
01/09/2014	MON	23851	23381.7	23269.7	22176.9	22094	22065.2	23225.2	25879.4	28070.2	30430.5	31940.5	32892.8	33643.6	34323.6	33008.3	32111.7	31844.8	31821.3	31468.5	30966.1	31031.2	32000.9	29738.9	27136.5
02/09/2014	TUE	25878.1	24475.5	23220.1	22667.3	22129.4	22613.6	24220.8	26809.2	28636.2	30574	32319.8	33062.4	33755.1	33957.1	32935.1	31923.5	31846.9	32026.6	31446.4	30970.8	31053.2	31676	29497.4	27096.6
03/09/2014	WED	26030.5	24391.1	23610.4	22937.2	22498.8	22829.1	24525.4	27089.7	28772.5	31129	32798.9	33872.7	34621.6	35014.7	33825.8	32707.1	32764.9	32877.4	32454.8	31956.9	32023	32929.4	30055.2	27858.7
04/09/2014	THU	27043.7	25237.6	24140.7	23402.4	22974.1	23354.2	25033.9	27514.8	29472	31397.6	33181.2	34395.2	35156	35437.1	34308.4	33163.9	33298	33420	32963.4	32429.2	32151.5	33240.7	30622	28344.6
05/09/2014	FRI	26615.3	24994.4	24060	23460.8	23211	23131.7	24963.9	27251.9	29105.8	30641.5	32235.9	33160	33903.2	34154	33459.3	32452.8	32594	32583.8	32281.1	31651.2	31512.2	31845.1	29394.9	27563.4
06/09/2014	SAT	26130.1	24518.2	23136.8	22184	21930.6	21821	22060.4	22517.4	23531.4	25700.6	27868.6	28880.4	29458.1	29720.8	29049.4	28120.7	27509.3	27245.3	26769.4	26639.1	27409.8	28889.2	27128.5	25527.1
07/09/2014	SUN	25378.4	23446.6	22219.5	21272.8	21075.8	20902.5	20893.9	20751.1	21315.1	22636.3	24253.2	25532.2	26234.5	27018.5	27157.7	26831.5	26172.1	25850	25895.7	25391.4	26239.8	28531.6	27642.7	25799.5
08/09/2014	MON	24171.7	22819.8	22145.1	21477.9	21427.4	21683.4	23522.5	25773.9	27930.3	29975.2	31375.3	32360.5	33156.7	33563.3	32920.2	31997.1	31875.7	32036.7	31774.9	30847.7	30922.5	31651	29437.4	27258.2
09/09/2014	TUE	25639.5	24170.1	23444.5	22854	22421.3	22809.6	24466.3	27213.5	28846.1	30954.7	32533.9	33451.4	34191.1	34456.6	33394	32345	32438.5	32621.9	32249.4	31204.9	31551.4	32149.6	29784.4	27162.1
10/09/2014	WED	25929.4	24519.8	23786.9	23277.3	23031.8	23404.5	24922	27378	29046.4	30904	32259.5	32910.1	33592.9	34241.3	33011.2	31973.7	32014.7	32235.1	31508.6	30478.1	30916.8	31531.5	28741.5	26512.7
11/09/2014	THU	25656.6	24913	24032.6	23457.7	23237	23341.8	24593.4	25811.4	27001.1	28660.6	30040.3	31058.7	31803.6	32132.4	31344.4	30363.4	30177.3	30177.6	29834.2	29318.6	29853.1	30851.1	28406.2	26013
12/09/2014	FRI	26063.2	24855.6	23956.2	23554	23317.1	23514	25093.7	26963	28520.7	30623.2	32145.5	32923.6	33392.4	33579.2	32632.6	31578.8	31349	31152.4	30390.3	29576.3	30345.4	30891.6	28261.1	26406.5
13/09/2014	SAT	26057.5	24717	23521.9	22784.9	22548.3	22275.8	22516	23125.9	23623.4	25948.9	27713.1	28721.8	29129.5	29461.4	28899.4	28016.9	27468.5	27166.6	26769.3	26757.2	27391.7	28591.2	26549.5	25261.5
14/09/2014	SUN	25002.2	23479.2	22212.6	21558.4	21205.2	21067.5	21200.4	21307.2	21565.9	23272.9	24985.7	26320.8	26910.4	27485.7	27655.5	26732	26448.5	25973.3	25817.1	25253.8	26369.7	28473.2	27156.7	25806.4
15/09/2014	MON	24161.9	23224.5	22412.3	22035.2	22225.5	22582.2	24445	26664.8	28492.5	30278	31706.8	32665.3	33403	33608.5	32574.9	31754.9	31493.3	31615.4	31020.3	30289	30937.7	31550.9	28669.2	26764.7
16/09/2014	TUE	25086	24104.6	23356.2	23313	22914.8	23492.5	25133	27608.3	29085.4	30329.7	31713	32796.1	33554.5	33987.6	33399.3	32503.4	32591.2	32528.3	31997.2	31168.3	32065.3	32429.3	30254.1	28128
17/09/2014	WED	26685.4	26055.6	25104.6	24665.9	24400.2	24760.2	26253.7	27814.2	29613.6	31239.5	32682.3	33490.2	34043.6	34014.6	32574.6	31742.1	31512.2	31367.9	30653.1	29697.3	30945.2	31405.1	28578.1	26655.7
18/09/2014	THU	25977.7	25204.6	24775.8	24232.4	24081.7	24291.9	25026.9	27324.8	29108.9	30770.5	31969	32565.8	33091.2	33328.6	32089.9	31146.1	31116	31240.8	30714.3	29982	31236.1	31554.7	28589.1	26435.3
19/09/2014	FRI	25781.4	24738.4	24358.4	23748.9	23478.7	23727.9	24645.7	27406.4	29188.4	30651	31740.9	32386.5	32914.1	32985.4	31651.6	30590.9	30257.2	30515.2	30074.1	29251.6	30505.9	30629.7	27969	25926.7
20/09/2014	SAT	24886	23664	22496.8	21687.3	21380.9	21214.3	21579.2	22443.7	23216.7	25313.1	26876.8	27957.8	28260.2	28503.6	27655	26303.7	25610.3	25429.4	25064.3	25155.3	26672.6	27646.2	26046.1	24261.5
21/09/2014	SUN	23532.7	21860.4	20919.4	20152.5	19844.2	19755.9	19942.8	20270.4	20689.4	22110.7	23291.7	24693.1	25143.4	25717.8	25374.3	24201.7	23611.5	23377.3	23511.6	23431.1	25353.7	27141.6	25798.9	24211.3
22/09/2014	MON	23105.3	22777.2	22613.6	22147.2	22200.8	22425.1	22981.7	25905	28212.4	29688.6	31162.6	31790.1	32475.2	32626	31063.4	29955.9	29780.4	29944.1	29471.7	28846.2	30355.8	30773.2	27591.5	25530
23/09/2014	TUE	24847.3	23594.1	23081.7	22782.5	22590.5	22908.9	24441.8	27184.9	28502.7	30217.4	31670.3	32536.4	32962.8	32927.1	31297.4	30199.3	30113.2	30544.3	29987.6	29432	30647.6	30828.4	27863.3	25872.4
24/09/2014	WED	24922.6	23666.8	23302.5	22820.5	22784.2	23103.1	24553.4	26693.4	28312	29461.6	30825.5	31458.6	31893.5	31996.6	30952.1	29887.6	29821.5	30031	29506.8	28775.9	30111.5	30430.3	28201.7	26323.1
25/09/2014	THU	25116.3	24313	24477	23730.5	23726.1	23839	24472.1	26785.4	28353.6	29710.2	31141.6	31814.7	31901.5	31982.5	30269.2	29458.1	29366.9	29606.2	29049.5	28687.2	29952.9	30119.3	27735.7	25568.3
26/09/2014	FRI	24480.5	23192.7	22724.7	21897.2	21559.9	21823.7	23173.5	25736.6	27234.5	28387.1	29968.1	30729.7	31063.3	31135.6	29782.3	28611.2	28418.2	28514.3	28194.4	27926.5	28867	28998.2	26765.9	25086.6
27/09/2014	SAT	24399.6	23229.1	22399.4	21773.6	21501.8	21433.3	21731.4	22326.1	23263.5	25014.6	26813.6	27759.7	27996.3	28048.8	27207.9	25976.8	25487	25163.6	24863	25025.1	26478.7	27047.6	25421.9	23762.5
28/09/2014	SUN	22991.1	21771.2	20990.5	20389.9	20146.7	20022	20115.3	20327.4	20564.4	21592.8	22925.5	24005.8	24391.7	24795.6	24484.8	23548.6	23110.1	22898.2	22575.4	22707	24634.4	25923.9	24738.1	23191
29/09/2014	MON	22508.9	20879.7	20513.5	20053.8	19901.1	20563.8	22765.5	25597.1	27403.7	28562.1	29557.3	30449.3	30843.2	30793.4	29606.5	28725.1	28526.5	28673	28058.1	27521.3	29262.8	29227.8	26755.8	24820.4
30/09/2014	TUE	24899.8	22827.5	22110.8	21527.3	21301.3	21730.4	23597	26466.3	28045.2	29097.6	30293.6	31027.1	31427.8	31326.1	30104.2	29168.8	29133.6	29155.3	28886.5	28452.1	30001.7	30018	27661.7	25625
01/10/2014	WED	25077.1	24117.9	23340.4	22959.4	22950.5	23282.2	24362.2	27966.4	29179.1	30235.7	31270.6	31904.8	32179.2	32163.4	30998.7	29994.5	30044.4	30334.9	29911.8	29932.3	31878.4	31260	28505.8	26363.3
02/10/2014	THU	25646.8	24394.2	24125	23717.8	23466.2	23430.5	24370	27361.1	28889.3	30042.9	31096.3	31625	31941.4	32090.1	30769	29753.3	29844.7	30158.9	29596.9	29396.8	31229.6	30932.4	28183.1	25923.3
03/10/2014	FRI	24604	23240.1	22506.6	21803.5	21703	21806.2	23579	26632.8	28316.1	29572.8	30726.7	31265	32047.9	32105.3	30687.1	29559.9	29565.9	29512.5	28727.8	28608.5	30438.1	29685.2	27494.2	25965.8
04/10/2014	SAT	25050.6	23697.2	22173.5	21754.9	21424.7	21451.7	21820.2	22667.1	23598.2	25103.7	26953.9	27763.7	28010.5	28050.6	27427.9	26065.7	25531.7	25396.9	25007.6	25764.6	27519.7	27684.4	26141.6	24949.5
05/10/2014	SUN	24536.8	23502.8	22877.3	21966.5	21800.2	21628.8	21498.6	21694.9	21958.4	22594.2	24015.3	25257.9	25465.7	25601.3	25155.4	24170.8	23465.6	23142.4	22774.6	23440.6	25637.7	26556.5	25886.7	23951.2
06/10/2014	MON	22302.8	22075.8	22160.4	21560.4	21873	22615.8	23292.6	26197.8	28541	29691.7	30741.5	31346.1	31810.8	31782.8	30440.9	29581.2	29649.8	29732.2	29563	29166.4	31206.2	30722.6	28391.9	25953.6
07/10/2014	TUE	25817.3	24736.5	24360.3	23892.5	23856.9	23854.9	24349.6	26941.8	28666.8	29617.8	30621.5	31233.6	31629.4	31635.1	30654.1	29776.6	29488.2	29473.6	29517.6	29627.9	30941	30528.4	28044.8	25533.8
08/10/2014	WED	25019	24763.6	24408.5	24207.6	24657.6	24383.5	25081.2	28171.4	29532	30441.4	31249.2	31818.7	32338.8	32265.1	31030.7	30251.6	30028.9	30210.7	29940.7	30000	31721	31039.7	28499.1	26244.9
09/10/2014	THU	25779.5	24693.1	24614.9	24445.4	24464.7	23347.1	24250.6	26460.5	27927.3	28984.3	30094.3	30463	30852.6	30858.8	29673.5	28669.1	28379.7	28451.3	28359.9	28042.3	29451.2	29050.2	27078.1	25218.9
10/10/2014	FRI	24686.3	23221.7	22336.5	21562.7	21446.6	21697.5	23510.4	26297.7	27936.6	28756	29535.1	29919.5	30038.3	30354.2	29437.4	28327.7	28112.2	27915.7	27661.9	27861	29385.6	28674.8	26376.4	25172.3
11/10/2014	SAT	24862.1	23417	22152.5	21770.2	21678.1	21483.6	21384.2	22083.6	22811	25029.8	26668.8	27372.4	27255	27608.7	26636.4	25289.7	24501	24253.3	24147.2	25078.9	27277.4	27314.3	25442.2	24314.7
12/10/2014	SUN	23317.1	22118.7	21491.6	20846.8	20993.4	21045.3	20815.9	21281.7	21363.2	22616.6	23856.4	24409.3	24579.1	24891.2	24895.1	24084.5	23397	22906.8	21973.7	21631.6	24321.8	24651.9	24628.4	22999.2
13/10/2014	MON	22113.5	21598.2	21127.9	20523.5	20637	21097.6	22275.1	24177.5	25585.9	26711.9	27657.8	27949.3	28259.8	28468.8	27500	26630.5	26471	26620	26806.1	26851	28964.5	28510	26261.6	23807.9
14/10/2014	TUE	23649.2	22672.4	22184.4	21306.2	21179.9	21498.3	23117.9	26188.1	27619.4	28107.8	28910.8	29460.6	30015.4	30566.6	29476.9	28588.9	28430.5	28645.5	28402.2	28408.7	30282.2	30008.6	27448.9	25117.8
15/10/2014	WED	25287.8	24198	23701.1	23183.1	23283	23579.5	24730.3	26845.1	28458.9	29426.1	30329.1	30720.2	31109.3	30978.7	29544.8	28603.3	28436.2	28635.9	28149.5	28363.5	30404.8	29749.6	27351.6	26017.8
16/10/2014	THU	24795.1	23625.2	23163.1	22456.2	22330.3	22231.1	23126.7	25539.5	27488.8	28192.5	28949.9	29509.4	29757.2	30027.3	28586.1	27669.4	27587.6	27603.5	27280.4	27632.8	29316.2	28690	26198.5	24109.6
17/10/2014	FRI	24004.4	22851.6	22206.8	21682.6	21561.2	21913.2	23066.4	25604.2	27384.8	28320	29500.2	30141.2	30459.6	30374	29123	28118.6	27788.4	27635.9	27067.3	27806.6	28859.4	28335.1	26135.9	24676.1
18/10/2014	SAT	23953.7	23221	22654.2	21744.4	21090.4	21214.6	21298.9	21507.6	21895.4	23998.5	26191	27063.9	27318	27392.6	26284.2	25633.2	25055.4	23914.8	23722.3	24872.4	26367.3	26196.9	24187.9	22589.4
19/10/2014	SUN	22627.6	20954.9	19934.6	19311.4	19039.7	18916.1	18774	19254.1	19449.5	20687.8	22375.8	23739	24039	24430.5	24039.3	22693.3	21908.8	21532.3	21607.7	22831.7	24926.7	25440	24829.7	23361
20/10/2014	MON	22784.7	21828.1	21439.8	21143	20999	21394.9	22999.3	26021.5	28039.8	28979.3	30108.3	30459.9	30775.7	30915.3	29564.7	28710	28624.2	28582.7	28506.9	28675.2	28940.3	28641.7	27298	24753.2
21/10/2014	TUE	23907.1	22265	21542.8	21204.7	21108.4	21487.7	24000.5	27136.4	28672.3	29351.2	30417.3	30972.2	31249.4	31510.9	30051.3	29028.4	28859.4	28857	28573.9	29335.1	30894.3	30185	27502.6	25724.5
22/10/2014	WED	25547.7	25019.9	24307.1	23989.1	24045.4	24196	25657	27549.6	29208	29868.7	30572.3	30961.7	31294.1	31134	29966.4	29076.9	28752.4	28783.5	28585	28789.3	30584.6	29713.7	26919.2	24999.5
23/10/2014	THU	24009.3	23157.9	22493.9	22206	22233.5	22323.3	23959.2	26933.8	28874.4	29794.8	30642.5	30919.6	31233.2	31289.9	30070.9	29157.2	28938.1	28933.5	28640.3	28664.1	30442.4	29837.9	27520.1	25685.5
24/10/2014	FRI	25121.2	24105.4	24042.1	23567.1	23586.5	23648.8	24420.1	26973.6	28903.8	29696.1	30591.2	31190.4	31343.4	31277.1	29782.7	28399.7	28138.3	28036.4	27867.5	28415.2	29438.7	28884.4	26566.5	24864.5
25/10/2014	SAT	23706.5	22371	21973.2	21379.8	21180.6	21108.6	21447.5	22096	22896.6	24365.3	25983.5	26688.5	26756.6	26899.8	26138.6	25127.1	24277.6	23991.6	23412	24367.1	26215.8	26221.2	24614.3	23122.9
26/10/2014	SUN	22631.8	21599.3	20495.9	19863.8	19753.5	19957.3	19884	19947.1	20454.8	21523.8	23267.8	23788.8	24132	24267.4	23538.5	23013.3	22001.8	21809.9	22264.4	22404	23291.9	23258.8	22975.6	22400.5
27/10/2014	MON	21584.9	20360.1	19922.2	19590.4	19573.2	20152.3	22216.3	25091.5	27167.5	28889.2	29510	30440.9	30878.8	30652.8	29270.8	28354.9	28106.7	28174.6	28230.2	29052.4	30463.3	29129.1	26811.9	25034.4
28/10/2014	TUE	23990.8	22805.3	22602.4	22532.6	22409.2	22705.8	23886.5	26106.2	28090	29433.6	30193	30996.3	31475.3	31202	29894.5	28868.9	28373.2	27888.6	28695.1	29581.1	30743.7	29791.2	27204.1	25444.1
29/10/2014	WED	24268.1	22925.1	22668.2	22303.8	22237.1	22125.3	23835.4	26596	28787.7	30007.2	30546.4	31146.4	31676.2	31344.3	29934.5	28925.1	28616.9	28470.6	28876.8	29422.9	30194.1	29141.1	27303.6	25146.4
30/10/2014	THU	23831.9	22573.3	21943.7	21582.2	21627.5	22019.4	23553.3	26045.1	28282.5	29581.2	30314.4	31085.7	31418.5	31217.7	29788.5	28574.1	28472.4	28506.5	28877.7	29263.1	30425	29160.4	27274.4	25550.1
31/10/2014	FRI	25063.2	24146.8	23913.9	23498.5	23358.8	23503.1	24563.9	26891.1	28958.5	29855.6	30785	31464	31699.7	31456.4	30219.9	28858.6	28183.2	28126.2	28224.5	28804.9	29249.6	28230.6	26471.2	25022
01/11/2014	SAT	24558.3	23017.8	21431.9	20665.9	20419.9	20295.6	20400.9	20835.6	21480.3	23864.1	25203	25723.5	25935.6	26103.3	25767	24342.3	23499.2	23492.6	24813.8	25962.5	26779.4	26113.4	24837.4	23670.4
02/11/2014	SUN	22503	20892.1	19497.5	19042.9	18988.6	19104.2	19354.3	19523.5	19918.8	21265.9	23123.3	24170.7	24277.5	24531.1	24177.5	23205.4	22475.1	22043.3	23661.5	24874.4	25738.7	25696.1	24758.8	23227.9
03/11/2014	MON	22000	20658.5	20249.7	19928.3	20364.2	21067.9	22505.9	25961.7	28395.9	30008.3	31007.6	31337.4	31763.4	31561.6	30005.4	29456.9	29253.3	29587.7	31139.4	32082.6	32268.7	30758.9	28226.4	25664.2
04/11/2014	TUE	25612.9	23826.3	23229.2	22771.4	22775.3	22816.6	23821.5	26131.1	28174.9	30120.2	30970.7	30936.1	31635.9	31369.5	29878.6	29243.5	28973	29834.1	31576.9	32929.8	32480.7	31672.5	28635	25819.6
05/11/2014	WED	24969	23432.8	22826.6	22983.8	22757.6	22341.1	23588.9	27451.4	29492.9	30740	31293.1	31905.3	32426.8	32242.9	31241.1	30383.8	30275.9	30489.4	31440.5	32052.5	31758	30842.2	28511.3	25841.4
06/11/2014	THU	25034.7	23179.3	22336.9	21778.7	21745.8	22091.5	23650.5	27060.5	28790.6	29793	30594.8	31455.6	31958.4	31686.6	30583.3	29931.5	29897.9	30344.6	31663.6	32757.3	32410.9	31453.9	29468	27375.7
07/11/2014	FRI	26121.8	25006.6	24934.9	24205.2	24074.4	24263.2	23932.1	27394.8	29304.4	30384.7	30968.9	31059.1	31575.8	31499.7	30332.4	29208.3	28752.5	29025.9	30189.4	30463.1	30131.1	29220.1	27408.1	25600.7
08/11/2014	SAT	24201.8	22872.5	21718.8	20911.5	20678.6	20543.9	20890.5	21780.9	22960.8	25072	26724.1	26831.6	27230	27471	26536.3	25957.4	24785	24436.3	25989.6	27249.8	27740.2	27214.3	25778	23745
